Crs Code,Name,Changed By,Changed Date,NLC,16 Char Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Address Line 5,Postcode,Longitude,Latitude,Station Operator,Staffing Level,CCTV Available,Info. avail. from staff,Opening Note,CIS,Help Points,Help Points Available,Ticket Office Opening Note,Ticket Office Available,Ticket Office Location,Pre-purchase Collection,Ticket Machine Available,Oyster Issued,Oyster Topup,Oyster Pickup,Use Oyster,Oyster Comments,Smartcard Issued,Smartcard Topup,Smartcard Pickup,Smartcard Validator,Smartcard Comments,Travelcard Zone,Penalty Fares,Penalty Fares TOCs,Penalty Fares URL,Always show Oyster,Note,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Available,Operator Name,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Opening Note,Available,Operator Name,1st Class Lounge Note,1st Class Lounge Opening Note,1st Class Lounge Available,Seated Area Available,Seated Area Location,Waiting Room Opening Note,Waiting Room Available,Waiting Room Location,Trolleys Available,Refreshments Note,Refreshments Available,WC Available,WC Location,Baby Change Available,Baby Change Location,Showers Available,Telephones Exist,Telephones Usage Type,Wifi Note,Wifi Available,Web Kiosk Opening Note,Web Kiosk Available,Postbox Available,Postbox Location,Tourist Info Available,Tourist Info Location,ATM Available,ATM Location,Bureau de Change Available,Shops Note,Shops Available,Helpline Note,Helpline Contact,Helpline Opening Note,Staff Help Note,Staff Help Opening Note,Staff Help Available,Induction Loop,Accessible Ticket Machines Note,Accessible Ticket Machines Available,Height Adjusted Counter Note,Height Adjusted Counter Available,Train Access Ramp Available,Accessible Taxis,Accessible Phones,Nearest Stations More Facilities Note,National Key Toilets Available,National Key Toilets Location,Step Free Access Note,Step Free Access Available,Ticket Gates Note,Ticket Gates Available,Impaired Mobility Set Down Note,Impaired Mobility Set Down Available,Wheelchairs Opening Note,Wheelchairs Available,Spaces,Sheltered,Security,Location,Note,Type,Rail Replacement Note,Rail Replacement Map,Taxi Rank,Onward Travel,Metro Services,Airport,Port,Car Hire,Cycle Hire,Station Alert,TOCs,Station Category,Page Guid,,,,,
BAG,Bagshot,cevans,22/08/2013,568100,BAGSHOT,Station Road,Bagshot,,,,GU19 5AS,-0.688659892,51.36436905,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Near ticket office at entrance to platform 1</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=GU19 5AS&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Bagshot station</a>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>Platform&nbsp,1 (for trains to Ascot) is fully accessible.</p> <p>Access to Platform&nbsp,2 (for&nbsp,trains to Aldershot and Guildford)&nbsp,is via a 54 step footbridge. Passengers are advised to use Ascot station or&nbsp,contact our Assited Travel Team (0800 52 82 100).</p>,N,,,,N,,N,6,No,Y,<p>Platform 1</p>,,Stands,<p>Station Road</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BAG.pdf"">here</a></p>",,,,,,<p><strong>A note about step free access:</strong></p> <p>Platform�1 (for trains to Ascot) is fully accessible.</p> <p>Access to Platform�2 (for�trains to Aldershot and Guildford)�is via a 54 step footbridge. Passengers are advised to use Ascot station or�contact our Assisted Travel Team (0800 52 82 100).</p>,SW,,9530D6D170F945F2807FD48BB59A6523
BNS,Barnes,cevans,22/08/2013,555100,BARNES,Station Road,London,,,,SW13 0HT,-0.240724454,51.46706806,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>At entrance to platforms</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 3,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,N,,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SW13 0HT&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Barnes station</a>,N,,N,Y,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,"<p>There is wheelchair access to platforms 1 and 4 only.Platforms 2and 3 are inaccessible to&nbsp;wheelchair users.&nbsp;Alternatively advised to&nbsp; join services at Mortlake (approximately 10 minutes by road) where there is level access to platform two, which is served both by countrybound services and trains destined for London (Teddington and Hounslow services) - Londonbound pasengers doing this also have the capacity to change at Richmond (which has lifts to/from every platform) to pick up direct trains into Waterloo.</p>",N,,,,N,,N,42,Yes,Y,<p>Car park</p>,,Stands,<p>Rocks Lane by Station</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BNS.pdf"">here</a></p>",,,,,,"<p><strong>A note about step free access:</strong></p> <p>There is wheelchair access to platforms 1 and 4 only.Platforms 2and 3 are inaccessible to�wheelchair users.�Alternatively advised to� join services at Mortlake (approximately 10 minutes by road) where there is level access to platform two, which is served both by countrybound services and trains destined for London (Teddington and Hounslow services) - Londonbound pasengers doing this also have the capacity to change at Richmond (which has lifts to/from every platform) to pick up direct trains into Waterloo.</p> <p>�</p>",SW,,F467D9C5778B42DF87D6336C8870F2A4,,,,,
BNI,Barnes Bridge,cevans,22/08/2013,558000,BARNES BRIDGE,The Terrace,London,London,,,SW13 0NP,-0.252064268,51.47173404,SW,unstaffed,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,N,<p>At entrance to platform 2</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 3,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=SW13 0NP&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Barnes Bridge station</a></p>",N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>All platforms&nbsp,have access via a footbridge consisting of 24 steps. Station is inaccessible to wheelchair users&nbsp,they are advised to use Richmond.</p>,N,,,,N,,N,14,No,Y,<p>Station entrance</p>,,Stands,<p>To London: Bus stop opposite station entrance in The Terrace. From London:&nbsp,right of&nbsp,station entrance in The Terrace.</p> <p>Terminating services may use the Bus Stand in Queens ride (Barnes station).</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BNI.pdf"">here</a></p>",,,,,,,SW,,CA8688518F12427C87ADB7695258791A,
BSK,Basingstoke,KMiller,28/12/2013,552000,BASINGSTOKE.,Station Hill,Basingstoke,,,,RG21 5NE,-1.087259112,51.26835654,SW,fullTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>In the booking hall and at rear entrance to platform 4/5</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,Applicable Operators: First Great Western,GW,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,yes,Y,,Y,Y,,Y,,N,Y,CardsAndCoins,,N,,N,Y,,N,,Y,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,"<p>A National Key Scheme toilet is available on platforms 1, 2/3 and 4. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>",<p>Basingstoke is fully accessable to wheelchair users. Lifts available 24 hours.</p>,Y,,,,N,,Y,120,Yes,Y,<p>Car park and platform 4</p>,,Stands,"<p>Station Forecourt, off Alencon Link</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BSK.pdf"">here</a></p>",,,,,,,SW,,CC6E6E7DC9894E33876A5F1C8BFA96C4,,,,,
BEU,Beaulieu Road,cevans,22/08/2013,589000,BEAULIEU ROAD,Beaulieu Road,Hampshire,,,,SO42 7YQ,-1.504758891,50.85503752,SW,unstaffed,N,,,,<p>Customer Help points are located on every platform</p>,Y,,N,<p>Permit to Travel Machine at entrance to Platform 1. This machine is not accessible to wheelchair users.</p>,NotAvailable,N,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,N,,,,N,Y,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<p>Find WiFi Hotspots around Beaulieu Road station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,<p>A Permit to Travel machine is in operation at this station. Please purchase a permit and exchange it for a ticket on train. Machine is not accessible to wheelchair users.</p>,Y,,N,N,,,,N,,<p>Platform&nbsp,1 (for trains to Southampton and London) has&nbsp,access via 25 steps and cannot be accessed by wheelchair.Platform&nbsp,2 (for trains to Bournemouth and Poole)&nbsp,has level access. Interchange - via a footbridge consisting of 50 steps.</p>,N,,,,N,,N,4,No,N,,,Stands,<p>Buses should stop/turn in station approach road - Beaulieu Road Hotel side of station.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BEU.pdf"">here</a></p>",,,,,,<p>A note about step free access:</p> <p>Platform�1 (for trains to Southampton and London) has�access via 25 steps and cannot be accessed by wheelchair. Platform�2 (for trains to Bournemouth and Poole)�has level access. Interchange - via a footbridge consisting of 50 steps.�</p>,SW,,5ACD91D843F34A79A6208415BDD5D880,
BDH,Bedhampton,cevans,22/08/2013,553800,BEDHAMPTON,West Street,Havant,,,,PO9 1LL,-0.995823664,50.85394444,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,"<p>On Platform 2, near to the ticket office</p>",NotAvailable,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<p>Find WiFi Hotspots around Bedhampton station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Bedhampton is unsuitable for wheelchair users as the platforms are too narrow for the safe deployment of ramps.</p> <p>Wheelchair users are advised to use Havant station or contact our Assisted Travel Team (0800 52 82 100)</p>,N,,,,N,,N,40,Yes,Y,,,Stands,,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BDH.pdf"">here</a></p>",,,,,,,SW,,CB25B2F116B24E00B8706ECF17117B08,,,,,
BTY,Bentley (Hants),KMiller,29/12/2013,562400,BENTLEY (HANTS),Station Road,Bentley,Farnham,,,GU10 5JZ,-0.868130903,51.18122986,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside station near ticket office entrance</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Services Department on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,Y,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=GU10 5JZ&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Bentley station</a></p>",N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Wheelchair access to platform 1 only. Station is single line working for most of the day.</p>,N,,,,N,,N,14,Yes,Y,<p>Platform 4</p>,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""6 cycle lockers and 8 cycle stand parking spaces"">6 cycle lockers and 8 cycle stand parking spaces</span></p>","Lockers, Stands",<p>To Alton: Bentley Village (Memorial Hall) To Farnham: Bentley Village (Star Inn)</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BTY.pdf"">here</a></p>",,,,,,,SW,,F450F5BF15AA46289E6E8D121879AC97,,,,,
BRS,Berrylands,cevans,22/08/2013,558100,BERRYLANDS,Chiltern Drive,Berrylands,Surbiton,,,KT5 8LS,-0.28071427,51.39904691,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside the booking hall near the bottom of the stairs</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 5,,,,Y,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,Y,,N,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=KT5 8LS&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Berrylands station</a></p>",N,,N,Y,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Berrylands has no level access. Access from the road to both platforms is via two flights of stairs. Wheelchairs users are advised to use Wimbledon or Surbiton stations.</p>,N,,,,N,,N,16,No,Y,,,Stands,<p>Surbiton Hill Park Road/Chiltern Drive by Public House. Mini-buses run to Chiltern Drive - outside station entrance.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BRS.pdf"">here</a></p>",,,,,,,SW,,FFDA625179194ECB9D91ACD23A1810AE,,,,,
BTE,Bitterne,cevans,22/08/2013,594500,BITTERNE,MacNaghten Road,Southampton,,,,SO18 1GG,-1.376987648,50.91844496,SW,unstaffed,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,N,<p>Located on Platform 2</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<p>Find WiFi Hotspots around Bitterne station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,"<p>No wheelchair access to platform&nbsp;1 (for trains to Southampton Central)&nbsp;, via footbridge consisting of 49 steps.</p> <p>There is step free access to Platform 2 (for trains to Fareham and Portsmouth)</p> <p>Interchange - Is via the footbridge.</p>",N,,,,N,,N,4,No,Y,,,Stands,<p>To Southampton: Stop in&nbsp,Bullard Road adjacent to Station Hotel. To&nbsp,Fareham: Stop in Bullard Road opp Station Hotel</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BTE.pdf"">here</a></p>",,,,,,"<p>A note about step free access: </p> <p>No wheelchair access to platform�1 (for trains to Southampton Central), accessible�via footbridge consisting of 49 steps.</p> <p>There is step free access to Platform 2 (for trains to Fareham and Portsmouth)</p> <p>Interchange - Is via the footbridge.�</p>",SW,,D954C2D211AC43CABA1DA809F3EA0D7C,,,
BKA,Bookham,Unknown,28/12/2013,562600,BOOKHAM,Church Road,Bookham,,,,KT23 3JG,-0.384010514,51.28873731,SW,partTime,Y,,,"DepartureScreens, Announcements",<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Near station entrance next to ticket office</p>,NotAvailable,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<p>Find WiFi Hotspots around Bookham station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Platform One has step free access. Platform Two is inaccessible by wheelchair. Overview - Bookham is partly accessible to wheelchair users.</p>,Y,,,,N,,N,40,Yes,Y,,,Stands,"<p>Station car Park, Church Road</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BKA.pdf"">here</a></p>",,,,,,<p>A note about step free access: </p> <p>Platform One has step free access. Platform Two is inaccessible by wheelchair. Overview - Bookham is partly accessible to wheelchair users.�</p>,SW,,E6D31388F0A3491FA1445CF6883B228F,,,,,
BOE,Botley,Unknown,16/01/2014,589400,BOTLEY,Botley,Hampshire,,,,SO30 2DY,-1.258806196,50.91680133,SW,unstaffed,N,,,,<p>Customer Help points are located on every platform</p>,Y,,N,<p>Located at the top of the stairs leading to the station</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<p>Find WiFi Hotspots around Botley station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Botley is&nbsp, inaccessible&nbsp, to wheelchair users. Please contact our Assisted Travel Team (0800 52 82 100)</p>,N,,,,N,,N,4,No,N,,,Stands,Station Car Park,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BOE.pdf"">here</a></p>",,,,,,,SW,,7C41EE369CD14FEE82E65FAD1C28C1D1,,,
BMH,Bournemouth,Unknown,16/01/2014,587600,BOURNEMOUTH.,Holdenhurst Road,Bournemouth,,,,BH8 8HX,-1.863941342,50.72752854,SW,fullTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Outside both station entrances and in booking hall</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,Y,,Y,Y,,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=BH8 8HX&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Bournemouth station</a>,N,,N,N,,N,,N,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,Y,Y,,,,N,"<p>A National Key Scheme toilet is available. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>",<p>There is step free access from both station entrances to both platforms.</p> <p>Interchange is via either a stepped footbridge or a ramped underpass. A buggy is available for passenger use on request - please speak to a member of staff or our Assisted Travel team (0800 52 82 100)</p>,Y,,,,N,,Y,112,Yes,Y,,,Stands,"<p>Southampton/Brockenhurst bound buses, Station entrance on Halfords side. Poole bound buses,Station entrance on Asda side.</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BMH.pdf"">here</a></p>",,"<p>Bournemouth International Airport -&nbsp;daily, regular Airport Shuttle bus A1. For details: <a href=""http://www.bournemouth-airport-shuttle.co.uk"">www.bournemouth-airport-shuttle.co.uk</a></p> <p>&nbsp;</p>",,<p>Nearby</p>,,,SW,,24196071B58E4AFE929F6BB81E7C5A0B,,,,,
BCE,Bracknell,BAyres,30/01/2014,569300,BRACKNELL,Market Street,Bracknell,Berkshire,,,RG12 1HX,-0.751703019,51.41309494,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Near the station entrance and in booking hall</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,N,,N,,Y,N,,N,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Bracknell station</p>,N,,N,Y,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,"<p>A National Key Scheme toilet is available on platform 1 and platforms 2/4. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212,</p>","<p>The lifts at Bracknell are available 24 hours a day</p> <p>Platform 1 (for trains to Ascot, Staines and London Waterloo) has level access through the main booking hall or side entrance.</p> <p>Platform 2 (for trains to Reading) has access via a footbridge with lifts.</p>",Y,,,,N,,Y,84,Yes,Y,<p>Car park</p>,,Stands,<p>Outside Station - off Market Street</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BCE.pdf"">here</a></p>",,,,,,,SW,,377D6F3003514CDC814073E702AC0816,,,,,
BSM,Branksome,KMiller,29/12/2013,587500,BRANKSOME,Poole Road,Branksome,Poole,,,BH12 1DF,-1.919197826,50.72757992,SW,partTime,N,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>At the station entrance by the ticket office</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=BH12 1DF&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Branksome station</a>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,"<p>Branksone is an inaccessable station with stepped access to both platforms.</p> <p>Passengers are advised to use Bournemouth (for London bound services), Poole (for Weymouth bound services) Alternatively passengers should contact South West Trains Assisted Travel Service on 0800 52 82 100 to arrange alternative transport.</p>",N,,,,N,,N,,,N,,,,"<p>Poole Road, adjacent to station entrance</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BSM.pdf"">here</a></p>",,,,,,,SW,,40B2D925136548B39006FFF3B66D0604,,,,,
BFD,Brentford,KMiller,29/12/2013,555200,BRENTFORD,Station Approach,Brentford,Greater London,,,TW8 8DT,-0.309064381,51.48785748,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>On platform 1(London direction)</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 4,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,N,,,Y,,N,,Y,N,,N,,N,N,CardsAndCoins,<p>Find WiFi Hotspots around Brentford station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>Platform 1 is wheelchair accessible. Access to platform 2 is via the lift which is only available when the ticket office is open 06:30 to 10:30 Mon-Fri.</p>,Y,,,,N,,N,24,Yes,Y,<p>Platform 1 and car park</p>,,Stands,<p>Bus stops in Boston Manor Road</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BFD.pdf"">here</a></p>",,,,,,<p> <p>The lifts are out of order between Platform 2&#160, until further notice.</p> </p>,SW,,3DB95DBD6490433C97EFD225922C8D33,,,,
BCU,Brockenhurst,KMiller,29/12/2013,588600,BROCKENHURST,Station Approach,Brockenhurst,,,,SO42 7TW,-1.573542545,50.81682895,SW,partTime,Y,,,,<p>Customer Help points are located on every platform</p>,Y,,Y,<p>Located near to both station entrances</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,Y,,N,Y,CardsAndCoins,,N,,N,N,,N,,N,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,"<p>A national key scheme toilet is available, Radar key available from staff.</p>",<p>There is step free access to all platforms via a barrow crossing over the tracks and a traverser. Both of these are staff operated and we ask customers to arrive 20 minutes prior to departure to ensure access. The traverser is available for half an hour every hour between 16mins past and 45 mins past each hour. Please be aware of the timings if you require step free access onto the station.&nbsp,</p>,Y,,,,N,,N,40,Yes,Y,,,Stands,"<p>Station forecourt, Lyndhurst side of level crossing by the 'Il Palios 2'restaurant.</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/BCU.pdf"">here</a></p>",,,,,,"<p><span>Due to major improvement works, </span><span>from November 2013 all platform access at�this station�will be via a temporary footbridge.��<span>The temporary footbridge will be in use until February 2014.�</span></span></p> <p><span>Please allow extra time in order to reach the platform for your train.�We apologise for�the inconvenience caused.� </span></p>",SW,,BDD3E425FCCC484A8A205110D18C03F7,,,,
